recid,radate,assignmt,site,training,afdc,sex,class_tr,ojt_jsa,oth_serv,bdate,age,earnings,prevearn,married,pbhous,hsorged,black,hispanic,f2sms,wkless13,newern01,newern02,newern03,newern04,newern05,newern06,newern07,newern08,newern09,newern10,newern11,newern12,newern13,newern14,newern15,newern16,newern17,newern18,newern19,newern20,newern21,newern22,newern23,newern24,newern25,newern26,newern27,newern28,newern29,newern30,bifrsp,employed_01,employed_02,employed_03,employed_04,employed_05,employed_06,employed_07,employed_08,employed_09,employed_10,employed_11,employed_12,employed_13,employed_14,employed_15,employed_16,employed_17,employed_18,employed_19,employed_20,employed_21,employed_22,employed_23,employed_24,employed_25,employed_26,employed_27,employed_28,employed_29,employed_30,frac_months_employed,outcome,bfeduca,reasonsa,reasonsb,reasonsc,reject
320112,02/10/89,1,SM,1,0,0,1,0,0,12/30/66,22,24902,6248,.21116078,0,1,0,0,0,0,368,170,170,170,924,924,924,924,924,924,924,924,924,924,924,924,924,924,924,924,924,924,924,924,924,924,924,924,924,924,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,Missing,Missing,Missing,Did not reject
320113,09/20/89,0,LC,0,0,0,0,0,1,03/09/57,32,14070,0,1,0,0,0,1,0,0,135,135,135,71,71,71,569,569,569,0,0,0,704,704,704,539,539,539,539,539,539,898,898,898,711,711,711,524,524,524,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,.89999998,1,07,Not Chosen,No Other,Missing,Did not reject
320114,11/22/88,1,MT,1,0,1,1,0,0,10/18/37,51,20875,0,1,0,1,0,0,1,1,0,0,0,0,0,927,897,927,927,897,927,897,927,927,837,927,897,927,897,887,739,716,739,716,739,739,668,739,716,739,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,.83333331,1,10,Other,No Other,Missing,Did not reject
320116,07/15/88,1,SM,0,0,1,0,1,0,03/11/57,31,0,4103.9111,0,1,0,0,0,0,.40733594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,No Choice,Changed Mind,No Other,Rejected JTPA
320117,02/24/88,1,IN,1,0,0,0,0,1,01/18/52,36,13956,9500,0,0,0,0,0,0,0,0,1501,1501,1501,1109,1109,1109,0,0,0,0,0,0,0,0,0,0,0,0,396,396,396,556,556,556,248,248,248,1263,1263,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,.56666666,1,10,Missing,Missing,Missing,Did not reject
320121,01/27/89,0,IN,0,0,0,0,0,1,06/24/59,29,1158,2444.656,0,0,1,1,0,0,0,0,0,339,339,339,47,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2,0,12,Not Chosen,No Other,Missing,Did not reject
320123,09/20/88,0,HF,0,0,1,0,0,1,12/04/52,35,11208,800,0,0,1,1,0,0,0,1142,1142,1142,1423,1423,1423,946,946,946,225,225,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.40000001,0,16,Other,No Other,Missing,Did not reject
320124,12/16/87,1,IN,1,0,1,0,0,1,06/20/37,50,34737,0,1,0,0,0,0,0,.40733594,887,887,887,1080,1080,1080,1010,1010,1010,1153,1153,1153,1089,1089,1089,1141,1141,1141,965,965,965,1314,1314,1314,1297,1297,1297,1643,1643,1643,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,08,Missing,Missing,Missing,Did not reject
320125,05/20/88,1,PR,0,0,0,0,0,1,08/18/50,37,12435,800,0,0,1,0,0,0,0,399,0,0,0,763,763,763,840,840,840,760,760,760,874,874,874,535,535,535,0,0,0,0,0,0,240,240,240,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,.63333333,1,14,Other,No Other,Missing,Did not reject
320127,03/02/88,0,CV,0,0,0,1,0,0,07/16/51,36,27552,2444.656,.21116078,0,1,0,0,0,0,727,727,727,118,118,118,601,601,601,1058,1058,1058,1094,1094,1094,1079,1079,1079,1150,1150,1150,1162,1162,1162,1125,1125,1125,1070,1070,1070,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,Not Chosen,Other,Other,Did not reject
320128,04/07/88,1,LC,1,0,0,0,0,1,01/20/62,26,44648,2604,0,0,0,0,0,1,.53322983,1014,1521,1572,1572,1521,1572,1521,1572,1572,1420,1572,1521,1572,1521,1572,1572,1521,1572,1524,1575,1554,1304,1444,1397,1444,1397,1444,1444,1397,1444,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,Missing,Missing,Missing,Did not reject
320129,04/19/89,1,NE,0,0,1,0,0,1,05/21/46,42,10028,0,0,0,0,0,0,0,1,406,406,576,576,576,0,0,0,0,0,0,477,477,477,662,662,662,0,0,0,0,0,0,565,565,565,594,594,594,594,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,.60000002,1,08,Took Job,No Other,Missing,Rejected JTPA
320130,03/24/88,1,IN,0,0,0,0,1,0,09/27/45,42,21547,2444.656,0,0,0,0,0,1,1,662,733,710,733,733,710,733,710,733,733,662,733,710,733,710,733,733,710,733,710,733,733,662,733,710,733,710,733,733,710,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,09,Missing,Missing,Missing,Did not reject
320131,09/21/88,0,CV,0,1,0,0,1,0,12/08/37,50,25038,2444.656,.21116078,0,0,1,0,0,1,0,0,0,0,0,0,751,751,751,861,861,861,1159,1159,1159,1024,1024,1024,1228,1228,1228,1263,1263,1263,1116,1116,1116,944,944,944,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,.80000001,1,11,Control,No Other,Missing,Did not reject
320132,01/27/88,1,PR,1,0,1,0,0,1,08/30/59,28,0,4435,1,1,.68767726,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,Moved,Changed Mind,No Other,Did not reject
320134,01/11/89,0,LC,0,0,0,1,0,0,11/12/55,33,13519,0,0,0,1,0,0,1,1,329,329,896,896,896,584,584,584,407,407,407,457,457,457,943,943,943,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,.66666669,1,12,Not Chosen,No Other,Missing,Did not reject
320135,06/08/88,1,IN,1,0,1,0,0,1,02/21/65,23,42156,12030,0,0,1,0,0,0,0,1117,1117,1117,1686,1686,1686,1828,1828,1828,1609,1609,1609,1932,1932,1932,2396,2396,2396,2343,2343,2343,1141,1141,1141,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,.80000001,1,12,Missing,Missing,Missing,Did not reject
320136,09/16/88,0,OH,0,1,0,1,0,0,03/23/58,30,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,Not Chosen,Control,No Other,Did not reject
320138,04/28/88,1,JK,1,1,0,1,0,0,12/09/63,24,15884,3432,0,1,0,1,0,0,.53322983,0,0,331,331,331,856,856,856,812,812,812,822,822,822,1013,1013,1013,847,847,847,51,51,51,0,0,0,353,353,353,629,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,.83333331,1,10,Family Prob,No Other,Missing,Did not reject
320139,06/14/88,1,LC,0,0,0,0,0,1,01/30/50,38,0,2444.656,1,0,0,0,0,0,.53322983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,Missing,Missing,Missing,Missing
320141,10/24/88,1,IN,0,0,1,0,1,0,06/14/45,43,11729,0,0,0,0,0,0,1,1,386,399,399,360,399,386,399,386,399,399,386,399,386,399,399,360,399,386,399,386,399,402,387,399,387,399,399,360,399,387,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,08,Missing,Missing,Missing,Did not reject
320143,03/30/89,0,CI,0,0,0,1,0,0,03/24/47,42,21429,750,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1493,1493,1493,2804,2804,2804,2846,2846,2846,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,.30000001,0,12,Not Chosen,Control,No Other,Did not reject
320147,08/03/88,0,LC,0,0,0,0,0,1,01/19/54,34,28625,2500,1,0,1,0,0,1,1,677,700,677,700,700,339,0,251,457,231,1430,1430,1384,1430,1384,1430,1430,1291,1223,1029,1064,1029,1064,1064,1029,1064,1029,1064,1064,961,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,.96666664,1,12,Not Chosen,No Other,Missing,Did not reject
320150,06/10/88,1,IN,1,0,0,0,1,0,11/23/56,31,25239,2444.656,0,0,.71640396,1,0,1,1,1063,1063,1029,1063,1029,1063,960,720,797,771,797,771,797,797,771,797,771,797,797,720,797,771,797,771,797,797,771,797,771,797,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,09,Missing,Missing,Missing,Did not reject
320151,09/06/88,1,CC,0,0,0,0,1,0,02/15/57,31,28506,209,1,0,1,0,1,0,1,677,677,677,150,150,150,0,0,0,0,0,0,0,0,0,2300,2300,2300,1963,1963,1963,1990,1990,1990,1763,1763,1763,659,659,659,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,.69999999,1,12,Missing,Missing,Missing,Did not reject
320152,03/30/88,0,IN,0,0,0,0,1,0,11/18/64,23,22340,7000,0,0,1,0,0,1,0,923,1100,1065,1100,1100,189,371,360,371,371,336,371,360,371,360,371,371,360,372,360,372,1230,1175,1301,1259,1301,1259,1301,1301,1259,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,Missing,Missing,Missing,Did not reject
320153,09/30/88,1,OK,0,1,0,1,0,0,09/23/52,36,2799,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,421,409,425,420,383,428,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,.23333333,0,12,Child Care,Needed Job,No Other,Rejected JTPA
320154,04/18/89,0,MN,0,0,0,0,1,0,09/07/62,26,4748,1200,0,0,1,0,0,1,0,0,0,86,333,0,0,0,0,34,77,0,0,575,0,0,0,90,399,386,398,399,360,167,0,0,454,472,0,106,412,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,.53333336,1,10,Control,No Other,Missing,Did not reject
320156,12/16/88,1,SM,0,0,1,0,1,0,01/17/53,35,12345,4864,1,0,1,0,0,1,0,0,0,0,301,301,301,0,0,0,3814,3814,3814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2,0,12,Changed Mind,No Other,Missing,Rejected JTPA
320157,09/30/88,1,CC,1,0,1,0,1,0,02/26/53,35,30270,13000,1,0,1,0,1,0,0,817,817,817,1237,1237,1237,1490,1490,1490,1318,1318,1318,1531,1531,1531,1353,1353,1353,1339,1339,1339,204,204,204,0,0,0,801,801,801,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,.89999998,1,12,Missing,Missing,Missing,Did not reject
320164,10/25/88,1,CV,1,1,0,0,1,0,06/14/60,28,3094,500,0,1,1,0,0,0,1,587,587,360,360,360,174,174,174,106,106,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.36666667,0,12,Missing,Missing,Missing,Did not reject
320165,08/31/88,1,IN,1,1,0,0,1,0,03/28/62,26,31587,0,0,0,0,0,0,0,1,0,855,855,855,1431,1431,1431,1454,1454,1454,461,461,461,1605,1605,1605,929,929,929,1616,1616,1616,1184,1184,1184,994,994,994,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,.89999998,1,09,Took Job,No Other,Missing,Did not reject
320166,12/29/87,0,CC,0,1,1,0,1,0,03/05/40,47,0,4103.9111,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,Missing,Missing,Missing,Did not reject
320169,05/13/88,1,SM,1,0,1,0,1,0,09/29/65,22,14897,6000,0,0,1,0,0,1,0,797,823,823,797,823,797,823,823,743,823,797,823,797,823,823,797,823,797,345,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,.63333333,1,13,Took Job,No Other,Missing,Did not reject
320173,02/25/88,0,IN,0,0,0,1,0,0,03/29/59,28,0,950,.21116078,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,Moved,No Other,Missing,Did not reject
320174,09/22/88,1,CV,1,0,0,1,0,0,10/20/50,37,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,Missing,Missing,Missing,Did not reject
320175,02/17/88,1,CV,0,0,1,0,1,0,07/20/51,36,580,4850,1,0,1,0,0,0,0,133,0,0,0,0,0,0,63,63,63,0,0,0,0,0,0,0,0,0,7,7,7,0,0,0,79,79,79,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,.33333334,0,12,Missing,Missing,Missing,Did not reject
320177,12/21/88,1,CC,1,0,0,1,0,0,01/04/42,46,339,1648,0,1,1,0,1,0,.53322983,0,0,0,35,35,35,78,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2,0,09,Missing,Missing,Missing,Did not reject
320180,02/24/89,0,IN,1,1,0,0,0,1,12/21/56,32,29895,2444.656,.21116078,0,1,1,0,0,0,0,694,694,694,952,952,952,1026,1026,1026,982,982,982,785,785,785,971,971,971,946,946,946,1432,1432,1432,1243,1243,1243,1401,1401,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,.96666664,1,12,Other,Not Chosen,No Other,Did not reject
320181,09/07/88,0,CC,0,0,0,1,0,0,12/20/55,32,25011,2444.656,1,0,1,0,1,0,1,234,234,234,432,432,432,745,745,745,916,916,916,912,912,912,686,686,686,993,993,993,950,950,950,1267,1267,1267,1202,1202,1202,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,Control,No Other,Missing,Did not reject
320182,11/08/88,1,LC,1,0,0,1,0,0,07/05/51,37,708,1905,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,361,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.06666667,0,11,Missing,Missing,Missing,Did not reject
320184,08/30/88,1,CC,0,0,1,1,0,0,07/08/57,31,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09,Transport Prob,Family Prob,Missing,Did not reject
320185,12/16/88,0,OK,0,1,1,0,0,1,11/29/52,36,22115,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1935,1873,1944,1951,1764,1976,1901,1982,1914,1406,0,0,0,0,0,0,0,0,0,1264,2205,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,.40000001,0,14,Changed Mind,No Other,Missing,Did not reject
320186,04/07/89,0,MN,0,0,0,0,1,0,04/18/27,61,15124,0,0,0,0,0,0,0,1,514,514,904,904,904,568,568,568,0,0,0,231,231,231,503,503,503,754,754,754,0,0,0,481,481,481,485,485,485,2318,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,.80000001,1,08,Took Job,No Other,Missing,Did not reject
320187,10/20/88,1,PR,1,1,0,1,0,0,05/20/61,27,25304,0,0,0,1,0,1,0,1,0,0,0,0,0,344,344,344,1253,1253,1253,914,914,914,1257,1257,1257,1224,1224,1224,447,447,447,1307,1307,1307,1189,1189,1189,1499,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,.83333331,1,12,Missing,Missing,Missing,Did not reject
320189,02/16/88,0,CV,0,0,0,0,0,1,06/10/65,22,6863,2444.656,0,0,1,0,0,0,0,464,977,977,977,714,714,714,442,442,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.33333334,0,12,Not Chosen,Other,No Other,Did not reject
320190,04/04/88,1,IN,1,0,0,0,0,1,08/01/62,25,25372,2444.656,1,1,1,0,0,0,.53322983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,386,386,1843,1843,1843,1660,1660,1660,2085,2085,2085,1789,1789,1789,2083,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,.53333336,1,12,Missing,Missing,Missing,Did not reject
320191,02/24/89,1,IN,1,1,0,0,0,1,05/01/59,29,19555,0,0,1,1,1,0,1,0,461,446,461,446,461,461,446,461,446,461,461,416,461,446,461,446,461,954,977,1010,977,1010,1010,912,1010,977,1010,977,64,965,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,Missing,Missing,Missing,Did not reject
320194,09/20/88,1,PR,1,0,1,0,0,1,12/28/58,29,30186,4103.9111,0,0,1,1,0,0,0,0,0,0,3847,3847,3847,549,549,549,0,0,0,697,697,697,1098,1098,1098,1076,1076,1076,1054,1054,1054,1008,1008,1008,733,733,733,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,.80000001,1,12,Took Job,Needed Job,Other,Did not reject
320195,08/03/88,0,HF,0,0,1,0,0,1,08/25/64,23,27064,4103.9111,0,1,0,1,0,0,.40733594,412,774,774,774,1017,1017,1017,1367,1367,1367,1277,1277,1277,1363,1363,1363,1376,1376,1376,139,139,139,685,685,685,152,152,152,1101,1101,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,08,Took Job,No Other,Missing,Did not reject
320198,08/04/89,1,IN,0,0,0,0,0,1,01/30/50,39,0,2444.656,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,Missing,Missing,Missing,Did not reject
320200,12/08/88,1,PR,1,1,0,0,0,1,12/25/56,31,7968,0,0,0,0,0,1,0,1,601,601,601,883,883,883,816,816,816,356,356,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.40000001,0,08,Missing,Missing,Missing,Did not reject
320204,10/31/88,1,PR,1,1,0,1,0,0,06/24/59,29,3263,2444.656,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1085,1085,1085,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,.13333334,0,10,Missing,Missing,Missing,Did not reject
320205,11/09/88,0,NE,0,0,0,0,1,0,02/17/50,38,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,Not Chosen,No Other,Missing,Did not reject
320206,12/17/87,0,IN,0,0,0,0,1,0,11/07/55,32,23403,9000,0,0,1,0,0,0,0,961,961,961,1300,1300,1300,1386,1386,1386,1122,1122,1122,1192,1192,1192,1508,1508,1508,332,332,332,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,.69999999,1,12,Not Chosen,No Other,Missing,Did not reject
320207,12/20/88,1,NE,0,1,0,1,0,0,09/29/61,27,14724,0,0,1,1,0,0,0,1,0,0,0,637,637,637,857,857,857,679,679,679,945,945,945,380,380,380,225,225,225,370,370,370,469,469,469,346,346,346,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,.89999998,1,11,Missing,Missing,Missing,Did not reject
320208,03/11/88,1,OH,1,0,0,1,0,0,11/30/56,31,1754,0,0,0,1,0,0,1,.53322983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,814,940,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,.06666667,0,12,Missing,Missing,Missing,Did not reject
320211,09/20/88,1,IN,1,0,0,0,1,0,07/18/46,42,7419,4328,1,0,1,0,0,0,0,648,648,648,0,0,0,0,0,0,0,0,0,301,301,301,989,989,989,529,529,529,6,6,6,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,.5,1,12,Missing,Missing,Missing,Did not reject
320212,08/26/88,1,OK,1,0,1,1,0,0,02/02/33,55,26320,4103.9111,1,0,1,0,0,1,0,0,0,0,243,376,340,376,364,376,364,376,376,364,376,364,364,1003,1080,1196,1157,1196,1157,1196,1655,1992,2059,1992,2059,2059,1860,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,.89999998,1,12,Missing,Missing,Missing,Did not reject
320213,08/04/89,1,IN,1,0,0,0,0,1,09/25/63,25,29223,3800,0,0,1,0,0,0,0,385,362,362,362,178,178,178,0,0,0,440,440,440,1002,1002,1002,1131,1131,1131,1841,1841,1841,1747,1747,1747,1747,1747,1747,1747,1747,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,.89999998,1,10,Missing,Missing,Missing,Did not reject
320216,12/21/88,1,CC,1,1,0,1,0,0,06/26/65,23,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,Missing,Missing,Missing,Did not reject
320219,03/13/89,1,CI,1,0,0,1,0,0,06/09/57,31,17781,2444.656,.21116078,0,1,0,0,0,.53322983,682,682,682,706,706,706,847,847,847,703,703,703,723,723,723,914,914,914,816,816,816,536,536,536,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,.80000001,1,12,Took Job,No Other,Missing,Did not reject
320220,08/29/88,1,SM,0,0,1,0,1,0,09/01/61,26,15634,4720,0,0,1,0,0,0,0,247,1062,1062,1062,616,616,616,1129,1129,1129,1161,1161,1161,1161,1161,1161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.53333336,1,11,Needed Job,No Other,Missing,Rejected JTPA
320221,05/03/89,0,MN,0,0,1,1,0,0,04/21/51,38,2370,2000,0,0,1,0,0,0,1,0,64,64,64,350,350,350,338,338,338,0,0,0,0,0,0,38,38,38,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,.40000001,0,09,Other,No Other,Missing,Did not reject
